order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,non_pc_direct_switch_real
VIRTUAL-00062,,,,VIRTUAL_PC,PC,1174.3,0.923,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,138,1178.7,1.147,PC,4.400000000000091,False,False,False,False,False,False,138,138,138,138,138,大辊线,False,False,False
0030084752-000050#M0235-L01,0030084752-000050,0030084752-000050,0030084752-000050-L01,HC340/590DP,DP,1170.0,0.7,21.5,72.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.19907407407407407,0.25146198830409355,0.19907407407407407,False,False,1,139,1174.3,0.923,PC,4.2999999999999545,False,False,False,True,False,False,139,139,139,139,139,大辊线,False,False,False
VIRTUAL-00063,,,,VIRTUAL_PC,PC,1170.0,0.844,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,140,1170.0,0.7,DP,0.0,False,False,False,True,False,False,140,140,140,140,140,大辊线,False,False,False
VIRTUAL-00064,,,,VIRTUAL_PC,PC,1170.0,0.989,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,141,1170.0,0.844,PC,0.0,False,False,False,False,False,False,141,141,141,141,141,大辊线,False,False,False
VIRTUAL-00065,,,,VIRTUAL_PC,PC,1170.0,1.133,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,142,1170.0,0.989,PC,0.0,False,False,False,False,False,False,142,142,142,142,142,大辊线,False,False,False
VIRTUAL-00066,,,,VIRTUAL_PC,PC,1170.0,1.278,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,143,1170.0,1.133,PC,0.0,False,False,False,False,False,False,143,143,143,143,143,大辊线,False,False,False
VIRTUAL-00067,,,,VIRTUAL_PC,PC,1170.0,1.422,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,144,1170.0,1.278,PC,0.0,False,False,False,False,False,False,144,144,144,144,144,大辊线,False,False,False
VIRTUAL-00068,,,,VIRTUAL_PC,PC,1170.0,1.567,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,145,1170.0,1.422,PC,0.0,False,False,False,False,False,False,145,145,145,145,145,大辊线,False,False,False
VIRTUAL-00069,,,,VIRTUAL_PC,PC,1170.0,1.711,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,146,1170.0,1.567,PC,0.0,False,False,False,False,False,False,146,146,146,146,146,大辊线,False,False,False
VIRTUAL-00070,,,,VIRTUAL_PC,PC,1170.0,1.856,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,147,1170.0,1.711,PC,0.0,False,False,False,False,False,False,147,147,147,147,147,大辊线,False,False,False
0030082156-000370#M0667-L01,0030082156-000370,0030082156-000370,0030082156-000370-L01,HC340/590DP,DP,1170.0,2.0,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,148,1170.0,1.856,PC,0.0,False,False,False,True,False,False,148,148,148,148,148,大辊线,False,False,False
0030085175-000120#M0154-L01,0030085175-000120,0030085175-000120,0030085175-000120-L01,HC340/590DP,DP,1152.0,1.8,21.5,48.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,149,1170.0,2.0,DP,18.0,False,False,False,False,False,False,149,149,149,149,149,大辊线,False,False,False
0030082156-000360#M0688-L01,0030082156-000360,0030082156-000360,0030082156-000360-L01,HC340/590DP,DP,1150.0,2.0,21.5,88.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,150,1152.0,1.8,DP,2.0,False,False,False,False,False,False,150,150,150,150,150,大辊线,False,False,False
VIRTUAL-00071,,,,VIRTUAL_PC,PC,1143.3,1.667,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,151,1150.0,2.0,DP,6.7000000000000455,False,False,False,True,False,False,151,151,151,151,151,大辊线,False,False,False
VIRTUAL-00072,,,,VIRTUAL_PC,PC,1136.7,1.333,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,152,1143.3,1.667,PC,6.599999999999909,False,False,False,False,False,False,152,152,152,152,152,大辊线,False,False,False
0030084911-000020#M0239-L01,0030084911-000020,0030084911-000020,0030084911-000020-L01,HC340/590DP,DP,1130.0,1.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,153,1136.7,1.333,PC,6.7000000000000455,False,False,False,True,False,False,153,153,153,153,153,大辊线,False,False,False
0030084876-000020#M0216-L01,0030084876-000020,0030084876-000020,0030084876-000020-L01,HC340/590DP,DP,1125.0,1.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,154,1130.0,1.0,DP,5.0,False,False,False,False,False,False,154,154,154,154,154,大辊线,False,False,False
VIRTUAL-00073,,,,VIRTUAL_PC,PC,1123.8,1.25,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,155,1125.0,1.0,DP,1.2000000000000455,False,False,False,True,False,False,155,155,155,155,155,大辊线,False,False,False
VIRTUAL-00074,,,,VIRTUAL_PC,PC,1122.5,1.5,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,156,1123.8,1.25,PC,1.2999999999999545,False,False,False,False,False,False,156,156,156,156,156,大辊线,False,False,False
VIRTUAL-00075,,,,VIRTUAL_PC,PC,1121.2,1.75,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,157,1122.5,1.5,PC,1.2999999999999545,False,False,False,False,False,False,157,157,157,157,157,大辊线,False,False,False
0030082156-000340#M0642-L01,0030082156-000340,0030082156-000340,0030082156-000340-L01,HC340/590DP,DP,1120.0,2.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,158,1121.2,1.75,PC,1.2000000000000455,False,False,False,True,False,False,158,158,158,158,158,大辊线,False,False,False
0030082156-000350#M0677-L01,0030082156-000350,0030082156-000350,0030082156-000350-L01,HC340/590DP,DP,1100.0,2.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,159,1120.0,2.0,DP,20.0,False,False,False,False,False,False,159,159,159,159,159,大辊线,False,False,False
VIRTUAL-00076,,,,VIRTUAL_PC,PC,1100.0,1.6,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,160,1100.0,2.0,DP,0.0,False,False,False,True,False,False,160,160,160,160,160,大辊线,False,False,False
0030085350-000170#M0175-L01,0030085350-000170,0030085350-000170,0030085350-000170-L01,HC340/590DP,DP,1100.0,1.2,21.5,120.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,161,1100.0,1.6,PC,0.0,False,False,False,True,False,False,161,161,161,161,161,大辊线,False,False,False
0030085175-000210#M0139-L01,0030085175-000210,0030085175-000210,0030085175-000210-L01,T1500HS,HOTFORM,1640.0,1.6,24.0,416.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,162,,,,,False,False,False,False,False,False,1,162,1,1,1,小辊线,False,False,False
0030081238-000010#M0705-L01,0030081238-000010,0030081238-000010,0030081238-000010-L01,T1500HS,HOTFORM,1600.0,1.8,24.0,248.22,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,163,1640.0,1.6,HOTFORM,40.0,False,False,False,False,False,False,2,163,2,2,2,小辊线,False,False,False
0030081238-000020#M0706-L01,0030081238-000020,0030081238-000020,0030081238-000020-L01,T1500HS,HOTFORM,1600.0,1.5,24.0,156.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,164,1600.0,1.8,HOTFORM,0.0,False,False,False,False,False,False,3,164,3,3,3,小辊线,False,False,False
0030081238-000030#M0707-L01,0030081238-000030,0030081238-000030,0030081238-000030-L01,T1500HS,HOTFORM,1600.0,1.4,24.0,78.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,165,1600.0,1.5,HOTFORM,0.0,False,False,False,False,False,False,4,165,4,4,4,小辊线,False,False,False
0030081238-000050#M0708-L01,0030081238-000050,0030081238-000050,0030081238-000050-L01,T1500HS,HOTFORM,1600.0,1.4,24.0,104.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,166,1600.0,1.4,HOTFORM,0.0,False,False,False,False,False,False,5,166,5,5,5,小辊线,False,False,False
0030081238-000060#M0709-L01,0030081238-000060,0030081238-000060,0030081238-000060-L01,T1500HS,HOTFORM,1600.0,1.2,24.0,312.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,167,1600.0,1.4,HOTFORM,0.0,False,False,False,False,False,False,6,167,6,6,6,小辊线,False,False,False
0030081403-000060#M0703-L01,0030081403-000060,0030081403-000060,0030081403-000060-L01,T1500HS,HOTFORM,1599.0,1.2,24.0,104.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,168,1600.0,1.2,HOTFORM,1.0,False,False,False,False,False,False,7,168,7,7,7,小辊线,False,False,False
0030085399-000070#M0137-L01,0030085399-000070,0030085399-000070,0030085399-000070-L01,T1500HS,HOTFORM,1599.0,1.5,24.0,104.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,169,1599.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,8,169,8,8,8,小辊线,False,False,False
0030081238-000040#M0710-L01,0030081238-000040,0030081238-000040,0030081238-000040-L01,T1500HS,HOTFORM,1590.0,1.4,24.0,806.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,170,1599.0,1.5,HOTFORM,9.0,False,False,False,False,False,False,9,170,9,9,9,小辊线,False,False,False
0030085363-000020#M0119-L01,0030085363-000020,0030085363-000020,0030085363-000020-L01,T1500HS,HOTFORM,1568.0,1.6,24.0,234.0,2025-12-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,171,1590.0,1.4,HOTFORM,22.0,False,False,False,False,False,False,10,171,10,10,10,小辊线,False,False,False
0030085346-000010#M0116-L01,0030085346-000010,0030085346-000010,0030085346-000010-L01,T1500HS,HOTFORM,1563.0,1.4,24.0,676.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,172,1568.0,1.6,HOTFORM,5.0,False,False,False,False,False,False,11,172,11,11,11,小辊线,False,False,False
0030081403-000040#M0702-L01,0030081403-000040,0030081403-000040,0030081403-000040-L01,T1500HS,HOTFORM,1558.0,1.2,24.0,104.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,173,1563.0,1.4,HOTFORM,5.0,False,False,False,False,False,False,12,173,12,12,12,小辊线,False,False,False
0030083730-000010#M0460-L01,0030083730-000010,0030083730-000010,0030083730-000010-L01,T1500HS,HOTFORM,1540.0,1.4,24.0,400.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,174,1558.0,1.2,HOTFORM,18.0,False,False,False,False,False,False,13,174,13,13,13,小辊线,False,False,False
0030085365-000010#M0133-L01,0030085365-000010,0030085365-000010,0030085365-000010-L01,T1500HS,HOTFORM,1507.0,1.4,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,175,1540.0,1.4,HOTFORM,33.0,False,False,False,False,False,False,14,175,14,14,14,小辊线,False,False,False
0030085364-000030#M0123-L01,0030085364-000030,0030085364-000030,0030085364-000030-L01,T1500HS,HOTFORM,1500.0,1.2,24.0,78.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,176,1507.0,1.4,HOTFORM,7.0,False,False,False,False,False,False,15,176,15,15,15,小辊线,False,False,False
VIRTUAL-00001,,,,VIRTUAL_PC,PC,1493.5,1.4,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,177,1500.0,1.2,HOTFORM,6.5,False,False,False,True,False,False,16,177,16,16,16,小辊线,False,False,False
0030085175-000200#M0117-L01,0030085175-000200,0030085175-000200,0030085175-000200-L01,T1500HS,HOTFORM,1487.0,1.6,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,178,1493.5,1.4,PC,6.5,False,False,False,True,False,False,17,178,17,17,17,小辊线,False,False,False
0030084902-000020#M0193-L01,0030084902-000020,0030084902-000020,0030084902-000020-L01,T1500HS,HOTFORM,1465.0,1.6,24.0,364.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,179,1487.0,1.6,HOTFORM,22.0,False,False,False,False,False,False,18,179,18,18,18,小辊线,False,False,False
0030081403-000050#M0704-L01,0030081403-000050,0030081403-000050,0030081403-000050-L01,T1500HS,HOTFORM,1455.0,1.2,24.0,104.0,2025-10-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,180,1465.0,1.6,HOTFORM,10.0,False,False,False,False,False,False,19,180,19,19,19,小辊线,False,False,False
0030085399-000050#M0142-L01,0030085399-000050,0030085399-000050,0030085399-000050-L01,T1500HS,HOTFORM,1455.0,1.4,24.0,104.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,181,1455.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,20,181,20,20,20,小辊线,False,False,False
0030085364-000020#M0121-L01,0030085364-000020,0030085364-000020,0030085364-000020-L01,T1500HS,HOTFORM,1450.0,1.6,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,182,1455.0,1.4,HOTFORM,5.0,False,False,False,False,False,False,21,182,21,21,21,小辊线,False,False,False
0030085364-000040#M0141-L01,0030085364-000040,0030085364-000040,0030085364-000040-L01,T1500HS,HOTFORM,1448.0,1.6,24.0,78.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,183,1450.0,1.6,HOTFORM,2.0,False,False,False,False,False,False,22,183,22,22,22,小辊线,False,False,False
0030085365-000030#M0134-L01,0030085365-000030,0030085365-000030,0030085365-000030-L01,T1500HS,HOTFORM,1404.0,1.6,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,184,1448.0,1.6,HOTFORM,44.0,False,False,False,False,False,False,23,184,23,23,23,小辊线,False,False,False
0030085399-000040#M0140-L01,0030085399-000040,0030085399-000040,0030085399-000040-L01,T1500HS,HOTFORM,1386.0,1.4,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,185,1404.0,1.6,HOTFORM,18.0,False,False,False,False,False,False,24,185,24,24,24,小辊线,False,False,False
0030085399-000030#M0129-L01,0030085399-000030,0030085399-000030,0030085399-000030-L01,T1500HS,HOTFORM,1375.0,1.4,24.0,104.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,186,1386.0,1.4,HOTFORM,11.0,False,False,False,False,False,False,25,186,25,25,25,小辊线,False,False,False
0030085363-000010#M0130-L01,0030085363-000010,0030085363-000010,0030085363-000010-L01,T1500HS,HOTFORM,1372.0,1.4,24.0,78.0,2025-12-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,187,1375.0,1.4,HOTFORM,3.0,False,False,False,False,False,False,26,187,26,26,26,小辊线,False,False,False
0030085364-000060#M0124-L01,0030085364-000060,0030085364-000060,0030085364-000060-L01,T1500HS,HOTFORM,1352.0,1.4,24.0,52.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,188,1372.0,1.4,HOTFORM,20.0,False,False,False,False,False,False,27,188,27,27,27,小辊线,False,False,False
0030085399-000060#M0132-L01,0030085399-000060,0030085399-000060,0030085399-000060-L01,T1500HS,HOTFORM,1348.0,1.5,22.5,50.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,189,1352.0,1.4,HOTFORM,4.0,False,False,False,False,False,False,28,189,28,28,28,小辊线,False,False,False
0030085011-000010#M0135-L01,0030085011-000010,0030085011-000010,0030085011-000010-L01,T1500HS,HOTFORM,1340.0,1.8,22.5,50.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,190,1348.0,1.5,HOTFORM,8.0,False,False,False,False,False,False,29,190,29,29,29,小辊线,False,False,False
VIRTUAL-00002,,,,VIRTUAL_PC,PC,1337.5,1.5,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,191,1340.0,1.8,HOTFORM,2.5,False,False,False,True,False,False,30,191,30,30,30,小辊线,False,False,False
0030085175-000190#M0120-L01,0030085175-000190,0030085175-000190,0030085175-000190-L01,T1500HS,HOTFORM,1335.0,1.2,22.5,75.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,192,1337.5,1.5,PC,2.5,False,False,False,True,False,False,31,192,31,31,31,小辊线,False,False,False
0030085176-000070#M0125-L01,0030085176-000070,0030085176-000070,0030085176-000070-L01,T1500HS,HOTFORM,1335.0,1.2,22.5,50.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,193,1335.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,32,193,32,32,32,小辊线,False,False,False
0030085399-000010#M0122-L01,0030085399-000010,0030085399-000010,0030085399-000010-L01,T1500HS,HOTFORM,1309.0,1.3,22.5,50.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,194,1335.0,1.2,HOTFORM,26.0,False,False,False,False,False,False,33,194,33,33,33,小辊线,False,False,False
VIRTUAL-00003,,,,VIRTUAL_PC,PC,1288.5,1.55,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,195,1309.0,1.3,HOTFORM,20.5,False,False,False,True,False,False,34,195,34,34,34,小辊线,False,False,False
0030085364-000010#M0127-L01,0030085364-000010,0030085364-000010,0030085364-000010-L01,T1500HS,HOTFORM,1268.0,1.8,22.5,50.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.1875,0.23684210526315788,0.23684210526315788,False,False,1,196,1288.5,1.55,PC,20.5,False,False,False,True,False,False,35,196,35,35,35,小辊线,False,False,False
0030085309-000020#M0020-L01,0030085309-000020,0030085309-000020,0030085309-000020-L01,T1500HS,HOTFORM,1230.0,1.8,21.5,48.0,2025-12-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,197,1268.0,1.8,HOTFORM,38.0,False,False,False,False,False,False,36,197,36,36,36,小辊线,False,False,False
0030085309-000010#M0019-L01,0030085309-000010,0030085309-000010,0030085309-000010-L01,T1500HS,HOTFORM,1210.0,1.8,21.5,96.0,2025-12-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,198,1230.0,1.8,HOTFORM,20.0,False,False,False,False,False,False,37,198,37,37,37,小辊线,False,False,False
0030085364-000070#M0131-L01,0030085364-000070,0030085364-000070,0030085364-000070-L01,T1500HS,HOTFORM,1125.0,1.8,21.5,66.0,2025-11-15,5.0小辊,small_only,3,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,199,1210.0,1.8,HOTFORM,85.0,False,False,False,False,False,False,38,199,38,38,38,小辊线,False,False,False
